Zone,Hour,DayType,DayOfWeek,Weather,Temperature,Humidity,Demand
Nehru Nagar,10,Weekend,6,Rain,23,84,56.6
Supela,3,Weekday,0,Rain,33,85,5.4
Sector 10,3,Weekend,5,Rain,24,59,2.5
Sector 9,21,Weekday,1,Heavy Rain,31,75,38.2
Durg Station,21,Weekday,3,Rain,20,79,53.8
Sector 2,13,Weekend,6,Rain,21,85,48.2
Sector 2,10,Weekday,0,Rain,33,85,51.6
Bhilai 3,9,Weekday,3,Fog,14,37,43.4
Nehru Nagar,22,Weekday,4,Clear,27,52,22.6
Sector 8,13,Weekday,2,Clear,23,34,35.1
Sector 4,0,Weekend,5,Cloudy,32,83,6.8
Nehru Nagar,12,Weekday,4,Cloudy,22,79,47.5
Bhilai 3,23,Weekday,1,Heavy Rain,22,42,19.9
Sector 10,12,Weekend,6,Thunderstorm,35,59,39.5
Sector 4,15,Weekday,2,Rain,40,42,25.8
Padmanabhpur,3,Weekday,1,Rain,20,88,4.0
Junwani,10,Weekday,1,Thunderstorm,35,71,58.2
Sector 2,11,Weekend,6,Rain,21,85,47.1
Sector 6,19,Weekday,4,Clear,25,42,46.5
Supela,17,Weekday,1,Clear,34,91,69.2
Nehru Nagar,15,Weekend,6,Rain,21,31,38.8
Sector 9,16,Weekday,2,Clear,20,34,44.2
Sector 1,14,Weekend,6,Clear,23,87,33.8
Sector 2,13,Weekday,3,Cloudy,30,71,38.2
Smriti Nagar,11,Weekday,3,Thunderstorm,35,66,62.6
Sector 10,6,Weekend,5,Cloudy,35,52,16.0
Sector 7,21,Weekday,4,Cloudy,22,79,31.7
Sector 3,11,Weekday,4,Clear,25,42,29.0
Sector 6,5,Weekend,5,Clear,30,67,9.2
Sector 9,22,Weekday,2,Thunderstorm,40,80,25.3
Nehru Nagar,17,Weekday,0,Thunderstorm,40,43,111.0
Sector 5,16,Weekday,3,Cloudy,31,64,34.9
Sector 5,10,Weekday,4,Cloudy,25,51,23.1
Durg Station,6,Weekday,1,Rain,28,43,38.3
Smriti Nagar,13,Weekend,5,Cloudy,35,52,31.6
Sector 9,21,Weekend,5,Thunderstorm,31,37,51.8
Durg Station,1,Weekday,3,Rain,31,46,10.2
Supela,19,Weekday,1,Fog,22,42,56.9
Sector 9,5,Weekend,5,Thunderstorm,31,37,14.0
Sector 8,23,Weekday,4,Clear,25,42,12.4
Sector 10,7,Weekday,3,Cloudy,25,85,28.8
Kohka,22,Weekend,6,Rain,21,31,32.7
Nehru Nagar,13,Weekend,5,Cloudy,34,42,42.5
Sector 6,11,Weekend,5,Thunderstorm,31,37,47.9
Sector 4,22,Weekend,5,Cloudy,34,42,21.7
Sector 6,2,Weekend,5,Fog,15,76,3.1
Bhilai 3,12,Weekend,6,Clear,33,61,33.6
Sector 5,11,Weekday,3,Rain,31,46,40.8
Sector 2,21,Weekday,2,Cloudy,34,48,33.3
Padmanabhpur,18,Weekday,2,Cloudy,36,95,64.8
Civic Center,3,Weekday,2,Thunderstorm,22,70,6.0
Sector 5,11,Weekend,5,Cloudy,32,83,28.1
Bhilai 3,1,Weekday,1,Heavy Rain,31,75,8.3
Sector 5,12,Weekday,2,Clear,23,34,30.3
Supela,2,Weekday,4,Thunderstorm,34,60,8.4
Civic Center,6,Weekday,4,Rain,31,82,38.8
Sector 8,3,Weekday,4,Clear,25,42,3.2
Padmanabhpur,6,Weekday,4,Cloudy,27,52,24.0
Junwani,9,Weekend,5,Cloudy,32,36,41.6
Supela,13,Weekday,2,Clear,36,47,52.6
Sector 6,17,Weekday,0,Fog,13,59,52.1
Sector 4,2,Weekday,2,Rain,40,42,4.4
Sector 2,1,Weekend,6,Heavy Rain,38,39,7.1
Sector 2,1,Weekday,1,Cloudy,38,47,6.1
Sector 1,19,Weekday,1,Cloudy,23,49,61.8
Kohka,19,Weekday,1,Clear,34,91,42.8
Nehru Nagar,18,Weekday,4,Cloudy,25,51,60.5
Kohka,0,Weekday,4,Clear,38,35,6.6
Sector 2,19,Weekend,6,Rain,21,85,78.8
Padmanabhpur,13,Weekday,3,Rain,37,83,49.6
Sector 10,14,Weekend,6,Thunderstorm,33,61,29.8
Nehru Nagar,1,Weekday,3,Rain,36,69,10.0
Sector 8,6,Weekday,1,Cloudy,35,71,21.3
Sector 2,22,Weekend,6,Rain,23,84,33.7
Padmanabhpur,0,Weekday,4,Cloudy,25,51,11.2
Sector 1,14,Weekday,1,Heavy Rain,21,52,60.4
Kohka,16,Weekend,6,Rain,23,84,35.5
Sector 3,3,Weekday,1,Clear,32,44,3.6
Sector 9,2,Weekday,1,Clear,21,52,3.5
Supela,9,Weekday,4,Thunderstorm,41,45,97.8
Sector 1,19,Weekend,5,Clear,27,74,67.0
Padmanabhpur,9,Weekday,2,Clear,23,34,35.3
Sector 2,21,Weekday,0,Clear,42,59,36.7
Sector 6,19,Weekday,4,Rain,31,82,64.4
Bhilai 3,9,Weekday,3,Rain,39,85,65.2
Junwani,21,Weekend,5,Clear,27,74,31.9
Civic Center,21,Weekday,2,Clear,36,47,45.9
Sector 10,11,Weekday,1,Rain,34,91,34.0
Sector 6,15,Weekday,4,Rain,34,60,46.3
Sector 7,1,Weekday,2,Rain,36,47,8.3
Sector 9,9,Weekday,1,Clear,34,91,34.8
Sector 10,6,Weekday,3,Rain,36,69,24.3
Sector 7,14,Weekday,1,Cloudy,38,47,37.4
Sector 3,9,Weekday,4,Rain,31,82,45.4
Sector 8,7,Weekday,3,Rain,31,46,47.9
Kohka,20,Weekday,0,Cloudy,41,37,30.5
Civic Center,15,Weekday,2,Clear,31,77,47.8
Sector 8,18,Weekday,2,Clear,21,66,58.3
Sector 1,8,Weekend,6,Fog,15,68,58.4
Bhilai 3,4,Weekend,5,Cloudy,37,81,3.1
Sector 4,14,Weekday,0,Fog,13,59,26.0
Sector 10,6,Weekday,0,Rain,33,85,18.3
Sector 7,1,Weekday,1,Cloudy,38,47,6.4
Smriti Nagar,23,Weekday,4,Heavy Rain,25,51,21.2
Smriti Nagar,22,Weekday,2,Clear,27,64,26.4
Bhilai 3,10,Weekday,3,Rain,37,83,43.3
Sector 9,20,Weekend,6,Rain,23,84,41.1
Sector 2,16,Weekday,2,Clear,20,34,42.5
Sector 4,16,Weekday,4,Rain,30,76,50.7
Power House,20,Weekday,3,Cloudy,31,64,34.7
Bhilai 3,0,Weekday,1,Rain,20,88,11.9
Sector 8,21,Weekday,0,Fog,38,36,23.9
Sector 6,12,Weekday,3,Rain,20,79,51.7
Sector 8,3,Weekend,5,Rain,24,59,3.0
Sector 3,18,Weekend,6,Cloudy,19,52,74.1
Power House,11,Weekday,2,Rain,42,93,45.1
Sector 9,22,Weekday,2,Thunderstorm,22,70,28.2
Supela,15,Weekday,0,Thunderstorm,40,43,69.0
Smriti Nagar,6,Weekday,0,Heavy Rain,30,67,40.4
Power House,20,Weekend,6,Rain,23,84,42.8
Sector 5,2,Weekday,1,Rain,28,43,3.2
Sector 5,10,Weekday,4,Fog,34,60,25.6
Civic Center,11,Weekday,4,Thunderstorm,27,61,72.0
Sector 5,22,Weekday,2,Clear,27,64,17.5
Durg Station,11,Weekend,5,Thunderstorm,31,37,63.6
Sector 1,9,Weekday,2,Clear,23,34,56.7
Sector 4,16,Weekday,2,Clear,20,34,40.3
Sector 8,16,Weekend,5,Rain,24,59,37.0
Smriti Nagar,23,Weekday,4,Rain,34,60,17.5
Sector 9,10,Weekday,4,Clear,41,45,31.1
Padmanabhpur,14,Weekend,5,Heavy Rain,30,67,27.7
Smriti Nagar,20,Weekday,0,Cloudy,31,66,41.7
Sector 7,23,Weekday,4,Clear,31,48,16.2
Sector 3,8,Weekend,6,Cloudy,41,89,46.3
Sector 4,16,Weekday,1,Cloudy,28,43,39.9
Sector 8,3,Weekday,3,Thunderstorm,35,66,5.0
Sector 1,20,Weekday,2,Clear,36,47,42.5
Sector 3,13,Weekday,3,Rain,35,36,51.6
Sector 4,4,Weekend,5,Thunderstorm,31,37,6.0
Sector 6,13,Weekday,2,Clear,21,66,34.6
Nehru Nagar,6,Weekend,6,Thunderstorm,41,89,39.0
Civic Center,14,Weekday,1,Rain,20,88,59.4
Supela,22,Weekend,5,Fog,15,76,30.0
Sector 7,0,Weekday,2,Thunderstorm,22,70,14.1
Sector 6,13,Weekday,3,Rain,35,36,43.4
Sector 2,6,Weekday,3,Cloudy,30,71,26.6
Sector 2,2,Weekend,5,Thunderstorm,32,83,4.2
Padmanabhpur,21,Weekend,5,Rain,36,41,42.6
Sector 10,23,Weekday,4,Rain,31,82,12.9
Supela,22,Weekday,3,Rain,37,83,34.6
Padmanabhpur,22,Weekday,4,Fog,13,63,18.2
Sector 10,3,Weekday,0,Cloudy,31,66,2.7
Sector 8,4,Weekday,2,Clear,20,34,2.9
Sector 2,23,Weekday,4,Clear,27,61,16.8
Smriti Nagar,5,Weekday,1,Fog,22,42,9.5
Sector 7,20,Weekday,3,Rain,20,79,48.2
Nehru Nagar,2,Weekday,0,Heavy Rain,25,70,8.4
Bhilai 3,11,Weekday,0,Heavy Rain,23,45,57.2
Sector 5,17,Weekday,0,Clear,42,59,47.1
Supela,23,Weekend,6,Rain,21,85,21.6
Sector 4,7,Weekend,5,Thunderstorm,31,37,41.7
Sector 6,13,Weekday,0,Thunderstorm,23,45,46.4
Sector 2,19,Weekday,0,Heavy Rain,20,62,77.1
Power House,16,Weekday,1,Cloudy,21,52,41.7
Padmanabhpur,15,Weekday,4,Clear,31,48,43.4
Smriti Nagar,0,Weekend,6,Cloudy,39,74,6.4
Civic Center,13,Weekend,5,Cloudy,34,42,41.3
Sector 7,12,Weekday,0,Cloudy,31,66,47.4
Civic Center,19,Weekend,5,Cloudy,32,83,92.3
Sector 6,5,Weekday,4,Cloudy,22,79,11.9
Junwani,3,Weekend,5,Rain,24,59,2.4
Kohka,9,Weekday,0,Thunderstorm,40,43,69.0
Sector 6,23,Weekday,3,Fog,20,76,11.5
Sector 9,12,Weekday,0,Thunderstorm,40,43,65.1
Power House,18,Weekday,2,Clear,31,77,54.3
Sector 3,22,Weekday,1,Cloudy,38,47,21.5
Power House,15,Weekend,6,Heavy Rain,38,39,48.9
Sector 8,21,Weekday,4,Rain,34,60,39.5
Sector 2,4,Weekday,2,Clear,23,34,4.2
Power House,23,Weekday,1,Heavy Rain,31,75,18.2
Sector 7,10,Weekday,2,Thunderstorm,22,70,75.1
Junwani,3,Weekend,5,Cloudy,35,52,3.1
Sector 10,11,Weekday,4,Thunderstorm,27,61,32.6
Kohka,22,Weekday,3,Cloudy,25,85,17.7
Civic Center,15,Weekday,1,Fog,38,47,46.0
Sector 10,9,Weekday,4,Clear,31,48,36.6
Durg Station,20,Weekday,1,Clear,21,52,63.7
Bhilai 3,1,Weekday,4,Fog,13,63,5.2
Kohka,6,Weekday,3,Rain,36,69,22.5
Smriti Nagar,7,Weekday,2,Clear,27,64,37.9
Junwani,3,Weekend,6,Fog,15,68,1.5
Sector 5,3,Weekday,4,Cloudy,25,51,2.7
Sector 9,17,Weekday,0,Rain,33,85,62.8
Sector 1,8,Weekend,6,Rain,23,84,76.1
Sector 6,16,Weekend,5,Cloudy,32,83,40.4
Junwani,15,Weekend,6,Heavy Rain,38,39,37.8
Kohka,2,Weekday,1,Clear,34,91,3.0
Civic Center,0,Weekday,0,Heavy Rain,30,67,15.2
Sector 2,20,Weekday,1,Thunderstorm,35,71,78.8
Durg Station,22,Weekday,3,Rain,37,83,34.7
Padmanabhpur,9,Weekend,5,Clear,40,88,47.1
Sector 10,6,Weekday,1,Cloudy,35,71,18.3
Sector 10,17,Weekend,6,Clear,33,61,45.5
Durg Station,3,Weekday,0,Heavy Rain,40,43,7.2
Sector 7,12,Weekend,6,Clear,32,36,32.7
Smriti Nagar,12,Weekday,2,Thunderstorm,40,42,67.8
Durg Station,14,Weekday,3,Fog,14,37,45.6
Padmanabhpur,18,Weekday,3,Heavy Rain,20,79,90.6
Padmanabhpur,5,Weekday,1,Cloudy,21,52,10.6
Sector 8,21,Weekday,2,Cloudy,34,48,22.5
Smriti Nagar,15,Weekday,2,Clear,27,64,37.6
Sector 6,22,Weekday,0,Cloudy,20,62,22.6
Bhilai 3,16,Weekday,2,Thunderstorm,22,70,70.0
Bhilai 3,0,Weekday,3,Rain,20,79,8.6
Durg Station,0,Weekend,5,Cloudy,35,52,10.1
Bhilai 3,16,Weekday,2,Clear,36,47,39.5
Bhilai 3,20,Weekend,6,Fog,41,89,43.3
Sector 10,16,Weekday,3,Rain,36,69,40.2
Sector 10,17,Weekday,3,Rain,35,36,69.2
Sector 9,0,Weekday,0,Heavy Rain,30,67,9.5
Sector 9,5,Weekday,4,Thunderstorm,38,35,10.0
Kohka,6,Weekend,6,Clear,33,61,12.9
Sector 2,21,Weekday,2,Clear,31,77,27.7
Smriti Nagar,5,Weekday,3,Thunderstorm,35,66,16.0
Sector 9,10,Weekday,0,Clear,42,59,26.8
Padmanabhpur,10,Weekday,4,Clear,25,42,46.2
Sector 4,20,Weekday,2,Clear,31,77,30.8
Sector 2,8,Weekend,5,Cloudy,32,83,48.5
Smriti Nagar,12,Weekday,0,Thunderstorm,40,43,56.0
Sector 3,7,Weekday,0,Heavy Rain,25,70,67.9
Sector 9,2,Weekend,5,Rain,36,41,3.7
Power House,8,Weekday,1,Cloudy,38,47,50.3
Nehru Nagar,11,Weekday,0,Clear,32,74,34.3
Junwani,22,Weekday,2,Fog,34,82,14.4
Sector 1,6,Weekday,4,Thunderstorm,27,61,50.4
Sector 1,14,Weekday,0,Fog,13,59,32.1
Nehru Nagar,2,Weekend,5,Heavy Rain,24,59,6.7
Sector 2,2,Weekday,4,Fog,13,63,4.3
Durg Station,15,Weekday,0,Thunderstorm,23,45,65.4
Sector 4,13,Weekday,2,Rain,22,70,39.5
Sector 4,14,Weekday,4,Rain,34,60,34.0
Nehru Nagar,1,Weekday,4,Clear,38,35,6.2
Bhilai 3,6,Weekday,3,Rain,39,85,27.6
Bhilai 3,17,Weekday,4,Clear,41,45,59.3
Sector 8,20,Weekday,0,Rain,20,31,49.0
Sector 5,16,Weekend,5,Clear,30,67,22.4
Civic Center,9,Weekend,6,Clear,23,87,53.7
Sector 6,22,Weekend,5,Cloudy,34,42,25.8
Supela,21,Weekday,3,Fog,20,76,31.4
Power House,4,Weekday,4,Clear,41,45,3.9
Kohka,19,Weekday,2,Cloudy,36,95,34.2
Civic Center,22,Weekday,2,Clear,31,77,23.1
Sector 1,0,Weekend,5,Clear,40,88,8.7
Supela,15,Weekday,0,Cloudy,41,37,49.3
Sector 10,18,Weekend,6,Rain,23,84,51.4
Sector 4,13,Weekday,2,Clear,36,47,32.8
Durg Station,18,Weekday,0,Clear,42,59,92.4
Smriti Nagar,5,Weekend,5,Thunderstorm,31,37,15.4
Civic Center,18,Weekday,2,Clear,20,34,76.9
Nehru Nagar,11,Weekend,5,Cloudy,27,74,33.4
Sector 9,6,Weekday,4,Cloudy,25,51,23.7
Sector 3,16,Weekday,1,Heavy Rain,31,75,55.3
Sector 6,2,Weekday,4,Cloudy,38,35,4.4
Sector 9,10,Weekend,5,Cloudy,34,42,22.4
Sector 8,21,Weekend,6,Cloudy,41,89,24.0
Sector 9,1,Weekend,6,Cloudy,39,74,4.6
Sector 7,0,Weekday,4,Thunderstorm,27,61,15.5
Sector 1,11,Weekday,1,Cloudy,35,50,53.5
Padmanabhpur,3,Weekday,3,Rain,39,85,4.3
Bhilai 3,20,Weekend,5,Fog,37,81,39.9
Smriti Nagar,6,Weekday,3,Thunderstorm,37,70,42.5
Supela,8,Weekday,2,Fog,34,48,59.5
Sector 8,9,Weekday,2,Clear,31,77,37.1
Sector 7,14,Weekday,0,Cloudy,31,66,37.5
Sector 6,21,Weekday,1,Cloudy,24,45,21.4
Smriti Nagar,10,Weekday,3,Cloudy,25,85,41.2
Padmanabhpur,20,Weekday,2,Rain,34,82,60.6
Civic Center,17,Weekday,3,Rain,39,85,70.9
Sector 3,10,Weekday,2,Clear,27,64,33.9
Junwani,4,Weekend,6,Fog,15,68,2.9
Durg Station,9,Weekday,2,Fog,20,34,52.6
Padmanabhpur,12,Weekend,6,Heavy Rain,38,39,56.6
Sector 2,7,Weekday,2,Clear,27,64,42.0
Sector 4,23,Weekend,5,Thunderstorm,31,37,17.7
Sector 8,21,Weekday,3,Rain,35,36,35.1
Sector 3,14,Weekday,1,Cloudy,38,47,28.9
Sector 7,21,Weekend,5,Clear,27,74,36.6
Sector 9,12,Weekday,1,Heavy Rain,31,75,46.9
Smriti Nagar,2,Weekday,3,Rain,39,85,5.3
Sector 1,15,Weekday,4,Heavy Rain,35,62,72.1
Sector 9,19,Weekday,2,Rain,42,93,69.0
Civic Center,22,Weekday,2,Thunderstorm,36,47,45.1
Junwani,2,Weekday,1,Rain,20,88,4.8
Sector 2,9,Weekday,3,Cloudy,31,64,45.2
Padmanabhpur,21,Weekday,0,Fog,20,31,28.2
Sector 1,12,Weekend,5,Clear,30,67,39.3
Nehru Nagar,17,Weekend,6,Clear,32,36,72.6
Sector 8,16,Weekday,4,Fog,13,63,29.3
Sector 1,0,Weekend,6,Cloudy,41,89,8.4
Sector 2,8,Weekday,4,Rain,34,60,80.3
Sector 7,5,Weekday,1,Cloudy,23,49,12.7
Sector 9,23,Weekday,0,Cloudy,41,37,12.8
Sector 4,19,Weekday,0,Thunderstorm,40,43,73.7
Sector 10,17,Weekend,6,Cloudy,39,74,49.9
Power House,4,Weekday,0,Clear,32,74,3.6
Sector 9,15,Weekday,4,Rain,34,60,33.2
Sector 8,10,Weekday,1,Fog,18,94,28.3
Sector 7,19,Weekday,4,Rain,34,60,67.6
Supela,13,Weekday,3,Cloudy,31,64,52.4
Sector 10,1,Weekday,4,Cloudy,22,79,5.2
Sector 4,16,Weekday,0,Heavy Rain,30,67,59.9
Nehru Nagar,18,Weekend,6,Cloudy,41,89,72.3
Sector 7,21,Weekday,1,Rain,20,88,33.6
Sector 3,23,Weekend,5,Clear,40,88,11.0
Sector 8,16,Weekday,0,Rain,33,85,47.4
Civic Center,18,Weekend,5,Fog,15,76,71.7
Junwani,12,Weekday,1,Cloudy,23,49,44.6
Junwani,15,Weekend,6,Fog,19,52,22.0
Smriti Nagar,16,Weekday,3,Fog,20,76,37.7
Sector 6,21,Weekday,2,Clear,23,34,24.5
Supela,16,Weekend,5,Clear,30,67,42.2
Bhilai 3,19,Weekday,0,Cloudy,31,66,55.7
Nehru Nagar,13,Weekday,4,Clear,27,52,38.5
Sector 6,3,Weekend,6,Fog,19,52,2.4
Smriti Nagar,16,Weekday,2,Rain,42,93,53.3
Nehru Nagar,7,Weekend,6,Clear,23,87,43.0
Durg Station,14,Weekend,5,Cloudy,32,83,35.0
Padmanabhpur,7,Weekday,3,Rain,31,46,54.0
Sector 5,2,Weekday,4,Clear,41,45,3.7
Junwani,16,Weekday,3,Cloudy,31,64,42.2
Supela,22,Weekend,5,Rain,24,59,44.0
Bhilai 3,9,Weekday,2,Clear,23,34,50.6
Sector 1,20,Weekday,3,Rain,39,85,63.0
Sector 5,13,Weekday,3,Cloudy,31,64,28.2
Sector 1,19,Weekday,3,Thunderstorm,35,66,94.6
Smriti Nagar,10,Weekday,0,Cloudy,41,37,40.0
Sector 4,9,Weekday,3,Fog,20,76,35.2
Junwani,19,Weekend,5,Clear,40,88,61.2
Nehru Nagar,17,Weekday,4,Cloudy,25,51,87.0
Civic Center,13,Weekday,0,Thunderstorm,40,43,80.4
Durg Station,22,Weekend,5,Rain,24,59,45.5
Sector 4,9,Weekday,3,Thunderstorm,35,66,66.1
Sector 9,17,Weekday,3,Rain,35,36,63.8
Sector 1,2,Weekday,2,Rain,34,82,5.6
Nehru Nagar,2,Weekday,1,Fog,22,42,2.4
Nehru Nagar,15,Weekday,0,Cloudy,31,66,43.0
Kohka,16,Weekday,3,Rain,31,46,51.2
Sector 9,23,Weekday,4,Clear,38,35,11.7
Durg Station,7,Weekday,0,Heavy Rain,30,67,115.3
Smriti Nagar,6,Weekday,0,Heavy Rain,25,70,33.6
Smriti Nagar,15,Weekend,6,Clear,32,36,28.5
Supela,8,Weekday,3,Rain,36,69,72.8
Power House,13,Weekday,0,Clear,31,66,33.7
Durg Station,5,Weekday,1,Cloudy,24,45,18.4
Nehru Nagar,3,Weekday,1,Cloudy,35,50,3.6
Civic Center,8,Weekend,6,Heavy Rain,38,39,85.9
Sector 6,17,Weekday,2,Cloudy,34,48,53.7
Sector 1,3,Weekend,5,Clear,40,88,3.2
Supela,8,Weekday,0,Thunderstorm,31,66,127.0
Sector 10,23,Weekend,5,Thunderstorm,31,37,15.3
Junwani,8,Weekday,1,Fog,18,94,47.9
Durg Station,5,Weekday,2,Heavy Rain,40,42,20.6
Padmanabhpur,9,Weekend,5,Cloudy,32,83,46.3
Sector 9,15,Weekday,3,Fog,14,37,23.6
Sector 4,2,Weekday,4,Rain,35,62,4.7
Sector 6,16,Weekday,0,Rain,33,85,66.6
Nehru Nagar,6,Weekend,6,Clear,33,61,23.0
Sector 10,20,Weekend,5,Clear,40,88,27.4
Sector 4,15,Weekday,0,Fog,20,31,26.0
Supela,14,Weekday,1,Cloudy,38,47,51.2
Durg Station,9,Weekday,3,Fog,14,37,52.5
Sector 7,1,Weekday,4,Thunderstorm,27,61,8.3
Sector 10,2,Weekday,4,Clear,27,52,2.4
Padmanabhpur,2,Weekday,3,Fog,20,76,3.4
Junwani,13,Weekday,3,Rain,37,83,44.1
Sector 5,17,Weekday,4,Rain,31,82,51.2
Supela,21,Weekday,3,Rain,37,83,52.7
Nehru Nagar,10,Weekend,5,Fog,15,76,37.9
Civic Center,7,Weekend,6,Heavy Rain,35,59,80.8
Nehru Nagar,7,Weekday,1,Cloudy,32,44,49.9
Power House,7,Weekend,5,Thunderstorm,31,37,45.6
Sector 4,18,Weekday,0,Thunderstorm,40,43,86.3
Civic Center,1,Weekday,3,Fog,31,64,6.5
Sector 3,20,Weekend,5,Fog,15,76,34.9
Sector 2,7,Weekday,2,Clear,23,34,39.2
Supela,7,Weekday,3,Rain,31,46,65.9
Smriti Nagar,13,Weekend,6,Clear,32,36,32.8
Smriti Nagar,21,Weekend,5,Rain,36,41,37.8
Nehru Nagar,4,Weekend,5,Cloudy,37,81,4.5
Sector 4,3,Weekday,2,Rain,42,93,3.9
Kohka,16,Weekday,3,Rain,39,85,28.6
Sector 8,8,Weekday,3,Clear,31,46,51.0
Power House,23,Weekday,1,Cloudy,38,47,15.0
Smriti Nagar,22,Weekday,0,Heavy Rain,40,43,34.5
Sector 6,0,Weekday,2,Cloudy,34,48,8.1
Power House,2,Weekday,0,Fog,23,45,2.7
Kohka,20,Weekday,3,Fog,14,37,25.0
Sector 10,18,Weekend,6,Cloudy,19,52,43.3
Sector 4,22,Weekday,4,Cloudy,25,51,18.7
Sector 2,19,Weekday,0,Rain,38,36,67.5
Civic Center,21,Weekday,3,Rain,36,69,55.1
Kohka,23,Weekday,1,Cloudy,35,50,12.0
Sector 2,11,Weekend,6,Clear,19,52,31.3
Supela,14,Weekday,4,Cloudy,22,79,48.3
Sector 5,2,Weekend,5,Cloudy,32,36,3.0
Sector 3,14,Weekday,2,Clear,36,47,25.6
Nehru Nagar,3,Weekday,1,Cloudy,38,47,5.1
Sector 10,10,Weekend,5,Cloudy,34,42,21.4
Bhilai 3,21,Weekday,3,Cloudy,31,64,25.7
Padmanabhpur,12,Weekday,0,Rain,20,62,46.4
Power House,19,Weekend,5,Fog,20,95,45.2
Smriti Nagar,18,Weekday,1,Cloudy,38,47,63.1
Bhilai 3,15,Weekday,4,Clear,27,52,38.9
Sector 6,2,Weekday,2,Clear,27,64,4.6
Smriti Nagar,4,Weekend,5,Cloudy,35,52,4.0
Sector 4,5,Weekday,4,Rain,35,62,13.8
Bhilai 3,1,Weekday,0,Rain,33,85,7.2
Supela,11,Weekday,1,Thunderstorm,35,71,75.9
Padmanabhpur,3,Weekday,0,Cloudy,20,62,3.3
Sector 5,0,Weekday,3,Rain,31,64,10.2
Sector 4,2,Weekday,2,Thunderstorm,22,70,4.8
Bhilai 3,15,Weekday,3,Rain,37,83,50.3
Civic Center,7,Weekday,4,Clear,31,48,48.8
Bhilai 3,8,Weekend,6,Rain,39,74,61.3
Sector 8,12,Weekend,5,Cloudy,32,36,32.5
Power House,18,Weekday,3,Cloudy,31,64,46.8
Padmanabhpur,17,Weekend,5,Fog,15,76,43.2
Sector 6,12,Weekday,2,Fog,36,95,37.8
Junwani,19,Weekday,1,Cloudy,35,71,52.5
Durg Station,4,Weekday,4,Clear,25,42,5.6
Sector 6,2,Weekday,3,Thunderstorm,35,66,5.3
Kohka,9,Weekday,0,Rain,33,85,61.3
Padmanabhpur,5,Weekend,6,Fog,15,68,6.9
Junwani,12,Weekday,1,Rain,28,43,52.4
Sector 8,6,Weekend,6,Rain,21,85,21.9
Supela,19,Weekday,2,Cloudy,36,95,77.6
Sector 6,10,Weekend,6,Rain,23,84,31.4
Sector 5,17,Weekend,6,Fog,19,52,38.1
Sector 9,14,Weekday,1,Cloudy,32,44,30.9
Power House,16,Weekday,1,Cloudy,32,44,43.4
Supela,14,Weekday,4,Clear,38,35,35.4
Junwani,18,Weekday,4,Rain,31,82,70.3
Sector 7,5,Weekday,1,Thunderstorm,35,71,19.8
Sector 8,8,Weekday,0,Clear,32,74,44.9
Sector 2,15,Weekday,1,Rain,24,45,38.9
Smriti Nagar,15,Weekend,5,Fog,24,59,26.8
Sector 10,0,Weekend,5,Clear,27,74,4.8
Sector 3,4,Weekday,1,Heavy Rain,31,75,6.2
Kohka,12,Weekday,3,Heavy Rain,39,85,40.9
Junwani,0,Weekday,4,Clear,38,35,6.3
Padmanabhpur,23,Weekday,4,Clear,27,52,14.7
Durg Station,1,Weekday,3,Rain,36,69,9.5
Sector 3,0,Weekday,1,Rain,28,43,9.0
Smriti Nagar,3,Weekday,4,Rain,35,62,4.0
Sector 7,17,Weekday,0,Heavy Rain,30,67,106.7
Civic Center,10,Weekday,0,Thunderstorm,23,45,83.7
Sector 4,3,Weekday,1,Cloudy,24,45,2.9
Sector 8,1,Weekday,2,Clear,20,34,4.9
Bhilai 3,18,Weekday,1,Cloudy,35,50,60.7
Civic Center,17,Weekday,1,Heavy Rain,31,75,90.5
Bhilai 3,11,Weekday,0,Fog,20,31,26.5
Smriti Nagar,1,Weekday,3,Fog,31,64,3.5
Sector 1,22,Weekend,5,Heavy Rain,27,74,35.0
Sector 2,4,Weekend,5,Clear,30,67,3.8
Sector 1,7,Weekend,6,Clear,23,87,39.9
Sector 4,4,Weekday,0,Cloudy,31,66,3.3
Smriti Nagar,9,Weekend,5,Rain,36,41,59.3
Smriti Nagar,2,Weekday,4,Rain,35,62,6.3
Power House,8,Weekday,1,Heavy Rain,20,88,72.2
Bhilai 3,1,Weekend,6,Rain,23,84,6.0
Civic Center,20,Weekday,1,Rain,18,94,67.0
Sector 2,14,Weekday,3,Rain,20,79,43.5
Sector 2,20,Weekend,5,Cloudy,32,83,40.7
Padmanabhpur,10,Weekend,5,Thunderstorm,31,37,52.5
Sector 8,4,Weekday,2,Rain,34,82,5.6
Nehru Nagar,20,Weekday,4,Heavy Rain,41,45,61.1
Sector 1,4,Weekday,3,Rain,36,69,7.1
Durg Station,2,Weekday,3,Rain,20,79,7.8
Bhilai 3,4,Weekday,0,Thunderstorm,23,45,7.2
Sector 7,15,Weekend,6,Fog,15,68,26.9
Sector 8,11,Weekday,0,Fog,13,59,27.7
Sector 4,2,Weekend,5,Thunderstorm,32,83,4.4
Kohka,17,Weekday,1,Fog,22,42,40.1
Sector 4,2,Weekday,3,Rain,31,46,5.2
Supela,10,Weekend,6,Heavy Rain,38,39,61.7
Bhilai 3,18,Weekend,6,Clear,32,36,78.6
Durg Station,13,Weekend,6,Fog,19,52,38.0
